,operand1,operand2,result,target
9173,27,30,False,gt
9174,9,66,False,gt
9175,31,17,True,gt
9176,29,34,False,gt
9177,94,27,True,gt
9178,85,86,False,gt
9179,82,41,True,gt
9180,49,85,False,gt
9181,38,60,False,gt
9182,84,56,True,gt
9183,86,92,False,gt
9184,9,17,False,gt
9185,51,80,False,gt
9186,38,12,True,gt
9187,73,93,False,gt
9188,100,41,True,gt
9189,95,31,True,gt
9190,43,71,False,gt
9191,20,21,False,gt
9192,7,49,False,gt
9193,37,0,True,gt
9194,93,68,True,gt
9195,38,74,False,gt
9196,59,95,False,gt
9197,24,6,True,gt
9198,94,43,True,gt
9199,52,76,False,gt
9200,8,31,False,gt
9201,59,72,False,gt
9202,24,55,False,gt
9203,94,54,True,gt
9204,69,88,False,gt
9205,61,82,False,gt
9206,55,76,False,gt
9207,24,66,False,gt
9208,7,24,False,gt
9209,87,86,True,gt
9210,80,31,True,gt
9211,85,86,False,gt
9212,34,21,True,gt
9213,86,84,True,gt
9214,82,43,True,gt
9215,49,97,False,gt
9216,89,70,True,gt
9217,59,28,True,gt
9218,86,21,True,gt
9219,48,7,True,gt
9220,85,100,False,gt
9221,98,20,True,gt
9222,48,28,True,gt
9223,43,8,True,gt
9224,92,94,False,gt
9225,7,25,False,gt
9226,96,5,True,gt
9227,57,64,False,gt
9228,74,79,False,gt
9229,67,4,True,gt
9230,77,86,False,gt
9231,15,10,True,gt
9232,36,88,False,gt
9233,48,77,False,gt
9234,41,59,False,gt
9235,98,101,False,gt
9236,87,82,True,gt
9237,59,12,True,gt
9238,5,37,False,gt
9239,100,45,True,gt
9240,90,45,True,gt
9241,16,23,False,gt
9242,14,15,False,gt
9243,75,0,True,gt
9244,76,75,True,gt
9245,8,64,False,gt
9246,56,29,True,gt
9247,68,24,True,gt
9248,57,28,True,gt
9249,95,61,True,gt
9250,42,59,False,gt
9251,92,83,True,gt
9252,59,62,False,gt
9253,30,74,False,gt
9254,3,43,False,gt
9255,3,76,False,gt
9256,75,76,False,gt
9257,70,17,True,gt
9258,37,90,False,gt
9259,48,37,True,gt
9260,92,13,True,gt
9261,5,74,False,gt
9262,24,26,False,gt
9263,97,31,True,gt
9264,28,86,False,gt
9265,41,18,True,gt
9266,28,83,False,gt
9267,1,95,False,gt
9268,62,72,False,gt
9269,69,12,True,gt
9270,68,17,True,gt
9271,68,27,True,gt
9272,73,38,True,gt
9273,89,91,False,gt
9274,26,72,False,gt
9275,86,83,True,gt
9276,33,99,False,gt
9277,27,48,False,gt
9278,37,58,False,gt
9279,53,30,True,gt
9280,95,0,True,gt
9281,34,84,False,gt
9282,58,21,True,gt
9283,25,84,False,gt
9284,79,64,True,gt
9285,83,98,False,gt
9286,81,17,True,gt
9287,48,78,False,gt
9288,58,16,True,gt
9289,37,64,False,gt
9290,89,16,True,gt
9291,76,14,True,gt
9292,70,2,True,gt
9293,54,100,False,gt
9294,50,99,False,gt
9295,11,82,False,gt
9296,11,90,False,gt
9297,74,37,True,gt
9298,58,21,True,gt
9299,56,88,False,gt
9300,88,51,True,gt
9301,43,23,True,gt
9302,68,47,True,gt
9303,90,10,True,gt
9304,75,99,False,gt
9305,97,86,True,gt
9306,74,101,False,gt
9307,80,75,True,gt
9308,21,83,False,gt
9309,88,33,True,gt
9310,6,80,False,gt
9311,19,45,False,gt
9312,85,91,False,gt
9313,39,34,True,gt
9314,76,53,True,gt
9315,36,96,False,gt
9316,37,41,False,gt
9317,89,3,True,gt
9318,45,84,False,gt
9319,4,101,False,gt
9320,84,5,True,gt
9321,27,15,True,gt
9322,29,1,True,gt
9323,27,57,False,gt
9324,79,19,True,gt
9325,67,35,True,gt
9326,33,6,True,gt
9327,40,1,True,gt
9328,40,93,False,gt
9329,38,95,False,gt
9330,4,39,False,gt
9331,88,10,True,gt
9332,26,88,False,gt
9333,33,37,False,gt
9334,58,6,True,gt
9335,100,96,True,gt
9336,50,58,False,gt
9337,11,24,False,gt
9338,101,79,True,gt
9339,15,9,True,gt
9340,57,30,True,gt
9341,30,61,False,gt
9342,91,31,True,gt
9343,96,16,True,gt
9344,57,76,False,gt
9345,4,61,False,gt
9346,25,44,False,gt
9347,72,83,False,gt
9348,12,30,False,gt
9349,93,61,True,gt
9350,43,18,True,gt
9351,72,40,True,gt
9352,10,70,False,gt
9353,40,26,True,gt
9354,66,98,False,gt
9355,37,57,False,gt
9356,84,61,True,gt
9357,59,43,True,gt
9358,40,56,False,gt
9359,73,44,True,gt
9360,81,55,True,gt
9361,29,35,False,gt
9362,61,60,True,gt
9363,9,34,False,gt
9364,96,38,True,gt
9365,42,1,True,gt
9366,82,100,False,gt
9367,77,98,False,gt
9368,93,62,True,gt
9369,1,41,False,gt
9370,79,20,True,gt
9371,44,42,True,gt
9372,25,7,True,gt
9373,33,1,True,gt
9374,100,64,True,gt
9375,62,79,False,gt
9376,50,53,False,gt
9377,35,25,True,gt
9378,48,31,True,gt
9379,54,24,True,gt
9380,48,96,False,gt
9381,32,41,False,gt
9382,24,42,False,gt
9383,31,42,False,gt
9384,100,3,True,gt
9385,22,25,False,gt
9386,49,40,True,gt
9387,9,42,False,gt
9388,44,95,False,gt
9389,77,46,True,gt
9390,83,79,True,gt
9391,87,6,True,gt
9392,69,18,True,gt
9393,95,20,True,gt
9394,74,44,True,gt
9395,27,76,False,gt
9396,46,15,True,gt
9397,76,32,True,gt
9398,7,45,False,gt
9399,23,6,True,gt
9400,41,96,False,gt
9401,44,48,False,gt
9402,4,96,False,gt
9403,2,53,False,gt
9404,22,90,False,gt
9405,99,20,True,gt
9406,56,26,True,gt
9407,94,72,True,gt
9408,98,36,True,gt
9409,15,39,False,gt
9410,68,32,True,gt
9411,98,15,True,gt
9412,34,64,False,gt
9413,22,21,True,gt
9414,40,25,True,gt
9415,76,92,False,gt
9416,72,1,True,gt
9417,62,51,True,gt
9418,72,98,False,gt
9419,41,95,False,gt
9420,60,79,False,gt
9421,80,94,False,gt
9422,69,51,True,gt
9423,54,75,False,gt
9424,99,10,True,gt
9425,18,66,False,gt
9426,7,65,False,gt
9427,76,85,False,gt
9428,73,10,True,gt
9429,31,32,False,gt
9430,79,97,False,gt
9431,28,74,False,gt
9432,8,11,False,gt
9433,58,30,True,gt
9434,94,34,True,gt
9435,65,14,True,gt
9436,76,90,False,gt
9437,66,70,False,gt
9438,55,81,False,gt
9439,66,16,True,gt
9440,87,96,False,gt
9441,2,86,False,gt
9442,29,38,False,gt
9443,45,84,False,gt
9444,28,15,True,gt
9445,44,39,True,gt
9446,97,21,True,gt
9447,23,90,False,gt
9448,30,39,False,gt
9449,46,60,False,gt
9450,40,4,True,gt
9451,30,19,True,gt
9452,44,91,False,gt
9453,32,84,False,gt
9454,24,53,False,gt
9455,29,73,False,gt
9456,41,11,True,gt
9457,41,1,True,gt
9458,49,90,False,gt
9459,78,91,False,gt
9460,38,97,False,gt
9461,89,64,True,gt
9462,100,72,True,gt
9463,54,96,False,gt
9464,28,61,False,gt
9465,30,28,True,gt
9466,51,21,True,gt
9467,71,73,False,gt
9468,10,35,False,gt
9469,89,18,True,gt
9470,101,12,True,gt
9471,100,83,True,gt
9472,48,89,False,gt
9473,34,42,False,gt
9474,62,15,True,gt
9475,49,33,True,gt
9476,35,52,False,gt
9477,33,29,True,gt
9478,92,6,True,gt
9479,55,96,False,gt
9480,35,21,True,gt
9481,8,72,False,gt
9482,13,33,False,gt
9483,21,34,False,gt
9484,19,36,False,gt
9485,10,52,False,gt
9486,11,46,False,gt
9487,59,89,False,gt
9488,87,81,True,gt
9489,48,42,True,gt
9490,48,100,False,gt
9491,39,96,False,gt
9492,29,98,False,gt
9493,85,99,False,gt
9494,80,40,True,gt
9495,25,36,False,gt
9496,34,39,False,gt
9497,85,66,True,gt
9498,57,15,True,gt
9499,82,50,True,gt
9500,33,51,False,gt
9501,73,51,True,gt
9502,81,54,True,gt
9503,45,47,False,gt
9504,54,10,True,gt
9505,70,82,False,gt
9506,65,64,True,gt
9507,87,8,True,gt
9508,52,24,True,gt
9509,29,55,False,gt
9510,77,2,True,gt
9511,22,46,False,gt
9512,80,75,True,gt
9513,52,66,False,gt
9514,20,40,False,gt
9515,62,28,True,gt
9516,92,20,True,gt
9517,6,58,False,gt
9518,65,79,False,gt
9519,22,91,False,gt
9520,79,88,False,gt
9521,7,91,False,gt
9522,61,93,False,gt
9523,47,78,False,gt
9524,95,97,False,gt
9525,62,74,False,gt
9526,16,85,False,gt
9527,6,68,False,gt
9528,83,54,True,gt
9529,52,84,False,gt
9530,63,82,False,gt
9531,30,83,False,gt
9532,2,65,False,gt
9533,0,82,False,gt
9534,2,25,False,gt
9535,16,86,False,gt
9536,2,83,False,gt
9537,100,78,True,gt
9538,72,83,False,gt
9539,42,73,False,gt
9540,83,74,True,gt
9541,44,76,False,gt
9542,90,2,True,gt
9543,59,70,False,gt
9544,42,24,True,gt
9545,70,89,False,gt
9546,39,75,False,gt
9547,31,15,True,gt
9548,79,98,False,gt
9549,78,80,False,gt
9550,100,1,True,gt
9551,13,11,True,gt
9552,67,0,True,gt
9553,71,10,True,gt
9554,70,54,True,gt
9555,92,1,True,gt
9556,57,57,False,gt
9557,74,52,True,gt
9558,19,13,True,gt
9559,78,8,True,gt
9560,17,94,False,gt
9561,27,81,False,gt
9562,72,74,False,gt
9563,101,74,True,gt
9564,54,28,True,gt
9565,0,19,False,gt
9566,78,97,False,gt
9567,68,96,False,gt
9568,89,4,True,gt
9569,69,53,True,gt
9570,23,87,False,gt
9571,70,18,True,gt
9572,85,101,False,gt
9573,26,68,False,gt
9574,6,11,False,gt
9575,86,76,True,gt
9576,85,55,True,gt
9577,68,64,True,gt
9578,59,9,True,gt
9579,47,49,False,gt
9580,77,28,True,gt
9581,12,48,False,gt
9582,84,100,False,gt
9583,80,61,True,gt
9584,35,4,True,gt
9585,36,7,True,gt
9586,11,28,False,gt
9587,70,14,True,gt
9588,86,49,True,gt
9589,75,30,True,gt
9590,81,99,False,gt
9591,52,101,False,gt
9592,63,8,True,gt
9593,60,1,True,gt
9594,77,94,False,gt
9595,45,14,True,gt
9596,55,54,True,gt
9597,23,9,True,gt
9598,16,1,True,gt
9599,78,51,True,gt
9600,79,54,True,gt
9601,60,101,False,gt
9602,8,95,False,gt
9603,84,56,True,gt
9604,75,79,False,gt
9605,50,25,True,gt
9606,2,52,False,gt
9607,39,79,False,gt
9608,41,22,True,gt
9609,95,4,True,gt
9610,72,39,True,gt
9611,41,68,False,gt
9612,0,20,False,gt
9613,47,18,True,gt
9614,60,33,True,gt
9615,52,15,True,gt
9616,73,53,True,gt
9617,5,57,False,gt
9618,96,11,True,gt
9619,88,34,True,gt
9620,21,8,True,gt
9621,33,22,True,gt
9622,6,77,False,gt
9623,32,39,False,gt
9624,72,69,True,gt
9625,36,97,False,gt
9626,0,77,False,gt
9627,11,23,False,gt
9628,52,60,False,gt
9629,17,84,False,gt
9630,94,16,True,gt
9631,53,84,False,gt
9632,81,65,True,gt
9633,2,31,False,gt
9634,50,16,True,gt
9635,30,54,False,gt
9636,20,83,False,gt
9637,67,29,True,gt
9638,17,1,True,gt
9639,17,57,False,gt
9640,21,14,True,gt
9641,71,19,True,gt
9642,99,8,True,gt
9643,67,63,True,gt
9644,32,85,False,gt
9645,91,39,True,gt
9646,54,79,False,gt
9647,61,18,True,gt
9648,47,70,False,gt
9649,81,1,True,gt
9650,56,94,False,gt
9651,89,41,True,gt
9652,8,28,False,gt
9653,51,64,False,gt
9654,8,50,False,gt
9655,45,86,False,gt
9656,82,28,True,gt
9657,65,51,True,gt
9658,97,79,True,gt
9659,31,11,True,gt
9660,68,69,False,gt
9661,73,81,False,gt
9662,31,36,False,gt
9663,87,8,True,gt
9664,28,48,False,gt
9665,4,67,False,gt
9666,99,69,True,gt
9667,64,60,True,gt
9668,83,82,True,gt
9669,92,51,True,gt
9670,89,94,False,gt
9671,16,52,False,gt
9672,100,80,True,gt
9673,37,51,False,gt
9674,80,97,False,gt
9675,42,71,False,gt
9676,88,37,True,gt
9677,59,72,False,gt
9678,58,18,True,gt
9679,28,97,False,gt
9680,32,25,True,gt
9681,26,0,True,gt
9682,57,52,True,gt
9683,93,39,True,gt
9684,2,100,False,gt
9685,97,75,True,gt
9686,98,94,True,gt
9687,51,50,True,gt
9688,0,27,False,gt
9689,21,6,True,gt
9690,94,1,True,gt
9691,65,96,False,gt
9692,66,32,True,gt
9693,12,38,False,gt
9694,68,82,False,gt
9695,9,35,False,gt
9696,12,99,False,gt
9697,84,3,True,gt
9698,74,92,False,gt
9699,41,42,False,gt
9700,83,42,True,gt
9701,59,5,True,gt
9702,86,94,False,gt
9703,60,76,False,gt
9704,57,40,True,gt
9705,90,26,True,gt
9706,76,70,True,gt
9707,55,53,True,gt
9708,6,67,False,gt
9709,22,38,False,gt
9710,70,88,False,gt
9711,68,54,True,gt
9712,61,91,False,gt
9713,55,27,True,gt
9714,72,55,True,gt
9715,97,33,True,gt
9716,19,50,False,gt
9717,94,77,True,gt
9718,79,98,False,gt
9719,96,21,True,gt
9720,57,57,False,gt
9721,58,51,True,gt
9722,59,10,True,gt
9723,45,28,True,gt
9724,60,52,True,gt
9725,75,44,True,gt
9726,8,98,False,gt
9727,51,13,True,gt
9728,38,20,True,gt
9729,6,10,False,gt
9730,78,83,False,gt
9731,23,26,False,gt
9732,8,39,False,gt
9733,14,80,False,gt
9734,91,8,True,gt
9735,89,66,True,gt
9736,100,24,True,gt
9737,17,59,False,gt
9738,77,22,True,gt
9739,26,2,True,gt
9740,45,2,True,gt
9741,19,59,False,gt
9742,39,40,False,gt
9743,23,6,True,gt
9744,13,56,False,gt
9745,84,40,True,gt
9746,34,55,False,gt
9747,70,4,True,gt
9748,6,22,False,gt
9749,81,43,True,gt
9750,53,54,False,gt
9751,98,86,True,gt
9752,5,28,False,gt
9753,78,52,True,gt
9754,88,1,True,gt
9755,66,19,True,gt
9756,21,46,False,gt
9757,49,82,False,gt
9758,37,83,False,gt
9759,94,54,True,gt
9760,100,91,True,gt
9761,88,77,True,gt
9762,21,4,True,gt
9763,7,12,False,gt
9764,92,81,True,gt
9765,67,58,True,gt
9766,12,76,False,gt
9767,65,43,True,gt
9768,96,101,False,gt
9769,78,100,False,gt
9770,4,12,False,gt
9771,17,34,False,gt
9772,95,89,True,gt
9773,10,100,False,gt
9774,43,79,False,gt
9775,5,28,False,gt
9776,75,77,False,gt
9777,94,53,True,gt
9778,13,3,True,gt
9779,49,61,False,gt
9780,101,87,True,gt
9781,81,44,True,gt
9782,100,88,True,gt
9783,22,75,False,gt
9784,77,56,True,gt
9785,65,54,True,gt
9786,56,84,False,gt
9787,32,0,True,gt
9788,2,64,False,gt
9789,48,28,True,gt
9790,50,93,False,gt
9791,13,79,False,gt
9792,55,42,True,gt
9793,85,11,True,gt
9794,19,69,False,gt
9795,23,70,False,gt
9796,93,101,False,gt
9797,68,2,True,gt
9798,39,78,False,gt
9799,54,16,True,gt
9800,55,56,False,gt
9801,43,12,True,gt
9802,97,58,True,gt
9803,21,72,False,gt
9804,27,53,False,gt
9805,92,66,True,gt
9806,9,29,False,gt
9807,33,60,False,gt
9808,59,77,False,gt
9809,80,72,True,gt
9810,72,53,True,gt
9811,59,26,True,gt
9812,69,14,True,gt
9813,85,24,True,gt
9814,96,3,True,gt
9815,1,48,False,gt
9816,14,35,False,gt
9817,69,98,False,gt
9818,21,78,False,gt
9819,42,96,False,gt
9820,54,83,False,gt
9821,8,97,False,gt
9822,17,94,False,gt
9823,94,15,True,gt
9824,60,20,True,gt
9825,77,23,True,gt
9826,57,82,False,gt
9827,24,96,False,gt
9828,78,5,True,gt
9829,74,6,True,gt
9830,91,57,True,gt
9831,68,35,True,gt
9832,87,76,True,gt
9833,45,84,False,gt
9834,61,79,False,gt
9835,30,59,False,gt
9836,54,11,True,gt
9837,77,2,True,gt
9838,62,1,True,gt
9839,52,94,False,gt
9840,44,64,False,gt
9841,9,66,False,gt
9842,71,77,False,gt
9843,54,29,True,gt
9844,80,74,True,gt
9845,53,88,False,gt
9846,39,4,True,gt
9847,87,87,False,gt
9848,17,89,False,gt
9849,37,81,False,gt
9850,68,52,True,gt
9851,14,80,False,gt
9852,44,100,False,gt
9853,22,84,False,gt
9854,15,29,False,gt
9855,72,32,True,gt
9856,0,45,False,gt
9857,58,6,True,gt
9858,67,16,True,gt
9859,77,27,True,gt
9860,14,27,False,gt
9861,22,58,False,gt
9862,91,22,True,gt
9863,34,19,True,gt
9864,73,27,True,gt
9865,84,35,True,gt
9866,0,46,False,gt
9867,54,26,True,gt
9868,98,25,True,gt
9869,100,86,True,gt
9870,45,88,False,gt
9871,62,82,False,gt
9872,38,38,False,gt
9873,12,8,True,gt
9874,68,46,True,gt
9875,88,15,True,gt
9876,1,23,False,gt
9877,58,49,True,gt
9878,85,83,True,gt
9879,19,27,False,gt
9880,40,78,False,gt
9881,78,17,True,gt
9882,46,66,False,gt
9883,65,10,True,gt
9884,73,77,False,gt
9885,31,57,False,gt
9886,25,51,False,gt
9887,26,78,False,gt
9888,26,89,False,gt
9889,101,28,True,gt
9890,8,1,True,gt
9891,47,68,False,gt
9892,19,17,True,gt
9893,2,101,False,gt
9894,97,38,True,gt
9895,46,54,False,gt
9896,79,32,True,gt
9897,4,1,True,gt
9898,95,31,True,gt
9899,88,85,True,gt
9900,64,19,True,gt
9901,46,25,True,gt
9902,100,18,True,gt
9903,63,45,True,gt
9904,63,101,False,gt
9905,12,47,False,gt
9906,1,98,False,gt
9907,24,79,False,gt
9908,80,74,True,gt
9909,15,101,False,gt
9910,81,75,True,gt
9911,23,17,True,gt
9912,71,33,True,gt
9913,37,28,True,gt
9914,35,71,False,gt
9915,75,81,False,gt
9916,90,57,True,gt
9917,20,73,False,gt
9918,26,86,False,gt
9919,36,40,False,gt
9920,34,69,False,gt
9921,97,25,True,gt
9922,0,10,False,gt
9923,6,99,False,gt
9924,72,31,True,gt
9925,68,91,False,gt
9926,96,36,True,gt
9927,73,8,True,gt
9928,89,82,True,gt
9929,89,13,True,gt
9930,12,5,True,gt
9931,2,85,False,gt
9932,51,88,False,gt
9933,94,65,True,gt
9934,45,24,True,gt
9935,39,44,False,gt
9936,37,96,False,gt
9937,37,58,False,gt
9938,29,85,False,gt
9939,85,57,True,gt
9940,0,15,False,gt
9941,96,36,True,gt
9942,79,75,True,gt
9943,41,13,True,gt
9944,31,5,True,gt
9945,91,8,True,gt
9946,85,30,True,gt
9947,72,90,False,gt
9948,75,20,True,gt
9949,81,40,True,gt
9950,25,66,False,gt
9951,95,12,True,gt
9952,38,56,False,gt
9953,43,16,True,gt
9954,80,95,False,gt
9955,57,92,False,gt
9956,30,14,True,gt
9957,25,1,True,gt
9958,58,96,False,gt
9959,77,3,True,gt
9960,74,31,True,gt
9961,37,23,True,gt
9962,94,16,True,gt
9963,21,90,False,gt
9964,25,24,True,gt
9965,30,89,False,gt
9966,25,62,False,gt
9967,38,64,False,gt
9968,34,23,True,gt
9969,100,59,True,gt
9970,1,93,False,gt
9971,92,40,True,gt
9972,12,24,False,gt
9973,66,44,True,gt
9974,57,64,False,gt
9975,92,74,True,gt
9976,51,14,True,gt
9977,32,32,False,gt
9978,92,80,True,gt
9979,61,21,True,gt
9980,10,32,False,gt
9981,45,56,False,gt
9982,38,31,True,gt
9983,0,52,False,gt
9984,16,92,False,gt
9985,82,12,True,gt
9986,70,2,True,gt
9987,15,7,True,gt
9988,27,5,True,gt
9989,10,5,True,gt
9990,2,2,False,gt
9991,70,98,False,gt
9992,51,5,True,gt
9993,88,2,True,gt
9994,18,90,False,gt
9995,63,16,True,gt
9996,6,2,True,gt
9997,21,83,False,gt
9998,65,59,True,gt
9999,20,54,False,gt
10000,83,57,False,lt
10001,79,46,False,lt
10002,47,40,False,lt
10003,24,95,True,lt
10004,45,73,True,lt
10005,18,74,True,lt
10006,47,75,True,lt
10007,84,29,False,lt
10008,42,56,True,lt
10009,59,7,False,lt
10010,16,57,True,lt
10011,10,28,True,lt
10012,45,88,True,lt
10013,87,16,False,lt
10014,25,46,True,lt
10015,72,40,False,lt
10016,66,50,False,lt
10017,87,51,False,lt
10018,42,24,False,lt
10019,94,12,False,lt
10020,22,79,True,lt
10021,89,55,False,lt
10022,61,54,False,lt
10023,48,37,False,lt
10024,100,38,False,lt
10025,55,24,False,lt
10026,38,94,True,lt
10027,57,16,False,lt
10028,26,35,True,lt
10029,26,87,True,lt
10030,61,2,False,lt
10031,56,92,True,lt
10032,101,73,False,lt
10033,10,49,True,lt
10034,71,67,False,lt
10035,63,9,False,lt
10036,15,100,True,lt
10037,53,52,False,lt
10038,40,67,True,lt
10039,84,77,False,lt
10040,5,1,False,lt
10041,99,61,False,lt
10042,20,10,False,lt
10043,20,93,True,lt
10044,82,95,True,lt
10045,97,37,False,lt
10046,75,34,False,lt
10047,47,49,True,lt
10048,74,21,False,lt
10049,7,40,True,lt
10050,63,84,True,lt
10051,19,93,True,lt
10052,101,56,False,lt
10053,94,43,False,lt
10054,61,36,False,lt
10055,68,78,True,lt
10056,66,83,True,lt
10057,75,100,True,lt
10058,0,97,True,lt
10059,57,8,False,lt
10060,65,96,True,lt
10061,26,8,False,lt
10062,50,99,True,lt
10063,32,96,True,lt
10064,85,92,True,lt
10065,97,87,False,lt
10066,59,44,False,lt
10067,38,63,True,lt
10068,56,32,False,lt
10069,52,12,False,lt
10070,41,58,True,lt
10071,36,67,True,lt
10072,90,63,False,lt
10073,18,94,True,lt
10074,43,63,True,lt
10075,31,35,True,lt
10076,31,52,True,lt
10077,4,16,True,lt
10078,99,74,False,lt
10079,73,26,False,lt
10080,3,50,True,lt
10081,5,52,True,lt
10082,23,57,True,lt
10083,90,97,True,lt
10084,82,54,False,lt
10085,92,40,False,lt
10086,33,91,True,lt
10087,82,4,False,lt
10088,6,22,True,lt
10089,87,62,False,lt
10090,37,39,True,lt
10091,37,70,True,lt
10092,43,95,True,lt
10093,40,34,False,lt
10094,37,25,False,lt
10095,2,39,True,lt
10096,11,16,True,lt
10097,38,7,False,lt
10098,51,89,True,lt
10099,91,5,False,lt
10100,51,6,False,lt
10101,6,6,False,lt
10102,89,93,True,lt
10103,57,52,False,lt
10104,92,46,False,lt
10105,95,8,False,lt
10106,69,18,False,lt
10107,43,20,False,lt
10108,75,26,False,lt
10109,57,45,False,lt
10110,92,1,False,lt
10111,44,44,False,lt
10112,100,13,False,lt
10113,10,29,True,lt
10114,83,81,False,lt
10115,69,81,True,lt
10116,53,76,True,lt
10117,26,98,True,lt
10118,43,82,True,lt
10119,79,70,False,lt
10120,69,73,True,lt
10121,99,9,False,lt
10122,48,56,True,lt
10123,95,38,False,lt
10124,6,36,True,lt
10125,97,34,False,lt
10126,98,33,False,lt
10127,69,40,False,lt
10128,6,56,True,lt
10129,3,69,True,lt
10130,36,38,True,lt
10131,50,16,False,lt
10132,54,81,True,lt
10133,67,75,True,lt
10134,10,85,True,lt
10135,11,0,False,lt
10136,75,48,False,lt
10137,48,47,False,lt
10138,50,63,True,lt
10139,12,22,True,lt
10140,87,21,False,lt
10141,15,87,True,lt
10142,66,61,False,lt
10143,30,36,True,lt
10144,47,92,True,lt
10145,46,17,False,lt
10146,4,27,True,lt
10147,70,97,True,lt
10148,25,34,True,lt
10149,6,45,True,lt
10150,15,5,False,lt
10151,56,76,True,lt
10152,7,92,True,lt
10153,28,4,False,lt
10154,60,97,True,lt
10155,30,20,False,lt
10156,38,13,False,lt
10157,23,29,True,lt
10158,20,69,True,lt
10159,97,60,False,lt
10160,98,25,False,lt
10161,42,7,False,lt
10162,58,23,False,lt
10163,17,9,False,lt
10164,91,2,False,lt
10165,8,41,True,lt
10166,17,63,True,lt
10167,5,64,True,lt
10168,25,100,True,lt
10169,1,90,True,lt
10170,19,9,False,lt
10171,33,62,True,lt
10172,94,21,False,lt
10173,4,35,True,lt
10174,82,26,False,lt
10175,27,21,False,lt
10176,67,97,True,lt
10177,8,89,True,lt
10178,34,28,False,lt
10179,61,15,False,lt
10180,58,10,False,lt
10181,13,98,True,lt
10182,59,70,True,lt
10183,9,94,True,lt
10184,67,10,False,lt
10185,9,66,True,lt
10186,34,72,True,lt
10187,10,16,True,lt
10188,89,64,False,lt
10189,26,89,True,lt
10190,18,5,False,lt
10191,36,28,False,lt
10192,33,48,True,lt
10193,83,16,False,lt
10194,69,97,True,lt
10195,24,93,True,lt
10196,27,7,False,lt
10197,33,75,True,lt
10198,79,58,False,lt
10199,33,52,True,lt
10200,28,45,True,lt
10201,4,33,True,lt
10202,65,6,False,lt
10203,56,73,True,lt
10204,61,55,False,lt
10205,18,72,True,lt
10206,89,49,False,lt
10207,58,3,False,lt
10208,16,77,True,lt
10209,52,0,False,lt
10210,39,77,True,lt
10211,47,45,False,lt
10212,0,74,True,lt
10213,30,31,True,lt
10214,87,88,True,lt
10215,99,89,False,lt
10216,47,27,False,lt
10217,24,91,True,lt
10218,76,21,False,lt
10219,69,14,False,lt
10220,56,52,False,lt
10221,74,94,True,lt
10222,26,4,False,lt
10223,21,76,True,lt
10224,8,45,True,lt
10225,63,41,False,lt
10226,10,45,True,lt
10227,81,57,False,lt
10228,16,36,True,lt
10229,35,10,False,lt
10230,96,32,False,lt
10231,20,17,False,lt
10232,34,80,True,lt
10233,83,80,False,lt
10234,68,16,False,lt
10235,6,17,True,lt
10236,67,79,True,lt
10237,75,84,True,lt
10238,89,3,False,lt
10239,71,41,False,lt
10240,33,70,True,lt
10241,88,37,False,lt
10242,36,11,False,lt
10243,65,14,False,lt
10244,77,81,True,lt
10245,54,92,True,lt
10246,54,84,True,lt
10247,92,29,False,lt
10248,22,34,True,lt
10249,96,39,False,lt
10250,68,61,False,lt
10251,48,14,False,lt
10252,24,94,True,lt
10253,5,70,True,lt
10254,17,71,True,lt
10255,4,9,True,lt
10256,84,94,True,lt
10257,20,10,False,lt
10258,33,62,True,lt
10259,69,63,False,lt
10260,10,76,True,lt
10261,16,75,True,lt
10262,100,38,False,lt
10263,29,67,True,lt
10264,88,92,True,lt
10265,95,58,False,lt
10266,38,72,True,lt
10267,20,20,False,lt
10268,44,27,False,lt
10269,9,101,True,lt
10270,91,49,False,lt
10271,82,13,False,lt
10272,47,17,False,lt
10273,48,27,False,lt
10274,72,16,False,lt
10275,89,60,False,lt
10276,61,49,False,lt
10277,84,21,False,lt
10278,43,84,True,lt
10279,24,38,True,lt
10280,28,78,True,lt
10281,8,77,True,lt
10282,80,13,False,lt
10283,60,16,False,lt
10284,50,60,True,lt
10285,61,30,False,lt
10286,57,11,False,lt
10287,58,98,True,lt
10288,87,19,False,lt
10289,13,0,False,lt
10290,19,56,True,lt
10291,34,41,True,lt
10292,36,73,True,lt
10293,13,69,True,lt
10294,81,13,False,lt
10295,38,26,False,lt
10296,88,92,True,lt
10297,67,10,False,lt
10298,69,31,False,lt
10299,42,4,False,lt
10300,39,72,True,lt
10301,65,21,False,lt
10302,13,88,True,lt
10303,5,0,False,lt
10304,77,9,False,lt
10305,87,48,False,lt
10306,72,47,False,lt
10307,30,0,False,lt
10308,5,39,True,lt
10309,32,42,True,lt
10310,67,44,False,lt
10311,47,40,False,lt
10312,58,29,False,lt
10313,51,34,False,lt
10314,36,70,True,lt
10315,18,61,True,lt
10316,29,62,True,lt
10317,99,60,False,lt
10318,4,35,True,lt
10319,33,48,True,lt
10320,80,69,False,lt
10321,16,69,True,lt
10322,25,47,True,lt
10323,96,100,True,lt
10324,97,68,False,lt
10325,21,58,True,lt
10326,56,2,False,lt
10327,72,98,True,lt
10328,29,16,False,lt
10329,80,27,False,lt
10330,33,98,True,lt
10331,24,2,False,lt
10332,57,98,True,lt
10333,88,98,True,lt
10334,63,23,False,lt
10335,21,101,True,lt
10336,52,89,True,lt
10337,77,63,False,lt
